pmid,pmcid,indra_evidences,indra_evidences_entity_constraint,indra_statements,indra_statements_entity_constraint
33897436,PMC8061304,1,1,1,1
33897438,PMC8064688,87,18,87,18
33897439,PMC8063026,3,1,3,1
33897442,PMC8062861,177,16,177,16
33897460,PMC8058350,3,3,3,3
33897463,PMC8058366,273,18,273,18
33897464,PMC8058363,118,34,118,34
33897465,PMC8058443,101,8,101,8
33897470,PMC8060628,12,6,12,6
33897474,PMC8060629,43,5,43,5
33897503,PMC8064413,194,8,194,8
33897610,PMC8060489,25,1,25,1
33897611,PMC8058461,17,13,17,13
33897620,PMC8062757,148,47,148,47
33897622,PMC8062751,2,1,2,1
33897623,PMC8061315,50,4,50,4
33897660,PMC8060479,6,1,6,1
33897666,PMC8058204,131,14,131,14
33897671,PMC8062887,10,4,10,4
33897697,PMC8058198,61,19,61,19
33897698,PMC8058477,96,1,96,1
33897699,PMC8062733,33,18,33,18
33897701,PMC8059369,8,1,8,1
33897704,PMC8058406,63,2,63,2
33897705,PMC8062712,89,2,89,2
33897706,PMC8064115,18,3,18,3
33897707,PMC8058436,30,2,30,2
33897710,PMC8062926,61,6,61,6
33897711,PMC8059435,155,11,155,11
33897712,PMC8063048,25,3,25,3
33897713,PMC8062711,2,1,2,1
33897714,PMC8058410,19,1,19,1
33897715,PMC8060282,49,2,49,2
33897737,PMC8063115,2,1,2,1
33897739,PMC8063119,4,1,4,1
33897743,PMC8064691,42,1,42,1
33897744,PMC8058365,16,9,16,9
33897745,PMC8063117,8,3,8,3
33897746,PMC8063123,76,1,76,1
33897748,PMC8060633,25,3,25,3
33897750,PMC8058418,34,16,34,16
33897766,PMC8060434,20,4,20,4
33897767,PMC8063118,5,3,5,3
33897769,PMC8059835,15,1,15,1
33897770,PMC8058386,3,2,3,2
33897772,PMC8061729,1,1,1,1
33897800,PMC8052156,3,1,3,1
33897860,PMC8054562,5,2,5,2
33897866,PMC8063209,5,1,5,1
33897891,PMC8058736,74,6,74,6
33897892,PMC8058708,239,3,239,3
33897893,PMC8058733,141,52,141,52
33897894,PMC8058724,5,3,5,3
33897895,PMC8058709,152,25,152,25
33897902,PMC8058716,4,3,4,3
33897936,PMC8056103,103,34,103,34
33897940,PMC8052145,250,28,250,28
33897941,PMC8052150,83,2,83,2
33897974,PMC8052502,43,1,43,1
33897976,PMC8050718,28,2,28,2
33897991,PMC8052167,1,1,1,1
33898026,PMC8053885,15,15,15,15
33898027,PMC8053889,5,1,5,1
33898029,PMC8058898,2,1,2,1
33898054,PMC8049444,2,2,2,2
33898062,PMC8067326,101,1,101,1
33898066,PMC8052161,2,2,2,2
33898071,PMC8052159,1,1,1,1
33898079,PMC8057230,82,12,82,12
33898080,PMC8057231,15,1,15,1
33898103,PMC8056183,508,43,508,43
33898135,PMC8060147,9,1,9,1
33898144,PMC8061753,9,2,9,2
33898157,PMC8053234,102,2,102,2
33898162,PMC8054127,76,2,76,2
33898216,PMC8053810,3,2,3,2
33898262,PMC8059080,2,1,2,1
33898319,PMC8063044,15,2,15,2
33898321,PMC8061419,11,4,11,4
33898322,PMC8061416,52,3,52,3
33898323,PMC8062808,58,2,58,2
33898325,PMC8063728,4,4,4,4
33898326,PMC8063723,3,2,3,2
33898327,PMC8061413,39,3,39,3
33898330,PMC8063102,23,2,23,2
33898331,PMC8058464,159,12,159,12
33898332,PMC8062723,6,1,6,1
33898362,PMC8061726,3,2,3,2
33898363,PMC8062863,10,2,10,2
33898406,PMC8059637,54,5,54,5
33898439,PMC8060457,21,11,21,11
33898441,PMC8063698,10,2,10,2
33898443,PMC8058361,6,1,6,1
33898445,PMC8060488,4,1,4,1
33898447,PMC8060509,18,6,18,6
33898448,PMC8063616,92,2,92,2
33898449,PMC8058353,2,1,2,1
33898451,PMC8060460,10,5,10,5
33898452,PMC8059769,7,3,7,3
33898455,PMC8060705,21,1,21,1
33898456,PMC8063615,3,1,3,1
33898457,PMC8063034,71,5,71,5
33898458,PMC8058466,3,2,3,2
33898460,PMC8063029,51,16,51,16
33898461,PMC8058409,56,3,56,3
33898462,PMC8060502,140,6,140,6
33898463,PMC8060462,111,22,111,22
33898464,PMC8060484,38,1,38,1
33898465,PMC8063699,26,2,26,2
33898466,PMC8063052,7,1,7,1
33898467,PMC8060495,69,16,69,16
33898468,PMC8063700,12,4,12,4
33898469,PMC8063056,18,6,18,6
33898471,PMC8060626,6,4,6,4
33898501,PMC8058381,22,2,22,2
33898523,PMC8062810,27,3,27,3
33898524,PMC8063112,1,1,1,1
33898525,PMC8060454,38,2,38,2
33898526,PMC8058203,5,1,5,1
33898551,PMC8062762,214,102,214,102
33898623,PMC8052144,70,12,70,12
33898809,PMC8056428,27,2,27,2
33898817,PMC8056243,13,6,13,6
33898883,PMC8053782,4,1,4,1
33898886,PMC8061890,77,11,77,11
33898925,PMC8057921,62,1,62,1
33898929,PMC8061683,47,27,47,27
33898942,PMC8056843,19,2,19,2
33898951,PMC8059057,69,1,69,1
33898959,PMC8056274,7,2,7,2
33899000,PMC8064405,6,3,6,3
33899001,PMC8061902,71,8,71,8
33899008,PMC8051930,22,21,22,21
33899010,PMC8053808,6,1,6,1
33899026,PMC8055706,16,2,16,2
33899029,PMC8064572,32,1,32,1
33899032,PMC8055165,21,2,21,2
33899064,,2,1,2,1
33899158,,10,2,10,2
33899168,,3,1,3,1
33899252,,4,1,4,1
33899272,,5,2,5,2
33899326,PMC8286350,28,1,28,1
33899332,PMC8453817,5,4,5,4
33899395,,9,2,9,2
33899458,PMC8312290,94,23,94,23
33899469,,3,2,3,2
33899508,,11,2,11,2
33899511,PMC8215425,6,3,6,3
33899551,,3,2,3,2
33899556,PMC8504408,10,1,10,1
33899577,,12,3,12,3
33899578,,8,2,8,2
33899586,,12,3,12,3
33899605,,4,2,4,2
33899609,PMC8074649,25,12,25,12
33899633,,8,1,8,1
33899675,PMC8079061,31,5,31,5
33899700,PMC8079027,1,1,1,1
33899746,PMC8115413,20,1,20,1
33899786,,4,4,4,4
33899788,,22,11,22,11
33899838,,3,1,3,1
33899897,,6,1,6,1
33899912,,16,3,16,3
33899918,,10,2,10,2
33899926,,10,5,10,5
33899955,,11,3,11,3
33899956,,8,2,8,2
33899986,PMC8362218,25,3,25,3
33900022,PMC8453889,10,1,10,1
33900054,PMC8099340,23,17,23,17
33900067,,4,2,4,2
33900070,,12,2,12,2
33900071,PMC8279639,2,1,2,1
33900080,PMC8097931,6,2,6,2
33900117,,12,1,12,1
33900120,PMC8085372,22,2,22,2
33900130,,1,1,1,1
33900135,,6,2,6,2
33900165,PMC8084484,2,2,2,2
33900173,PMC8084493,12,5,12,5
33900193,PMC8084491,7,2,7,2
33900216,,6,4,6,4
33900275,PMC8087179,2,1,2,1
33900301,,27,2,27,2
33900303,,18,5,18,5
33900304,,3,1,3,1
33900308,,11,3,11,3
33900309,,3,1,3,1
33900312,PMC8359826,32,11,32,11
33900313,,18,4,18,4
33900316,,22,1,22,1
33900338,,7,1,7,1
33900343,,13,1,13,1
33900360,PMC8077040,25,1,25,1
33900362,PMC8088223,2,1,2,1
33900381,,8,2,8,2
33900422,PMC8102459,29,2,29,2
33900490,,7,1,7,1
33900508,PMC8417166,6,1,6,1
33900545,,8,2,8,2
33900546,PMC8546022,5,1,5,1
33900547,,8,2,8,2
33900714,,3,3,3,3
33900736,,4,1,4,1
33900740,PMC8382248,47,2,47,2
33900746,,3,2,3,2
33900747,PMC8297731,2,1,2,1
33900756,PMC8286631,28,6,28,6
33900774,,2,1,2,1
33900817,,4,2,4,2
33900821,,8,1,8,1
33900847,,18,8,18,8
33900848,,1,1,1,1
33900851,,14,6,14,6
33900852,,9,4,9,4
33900898,,9,3,9,3
33900966,PMC7931699,2,1,2,1
33900976,PMC8059389,1,1,1,1
33901009,PMC8109096,51,5,51,5
33901058,,8,2,8,2
33901239,PMC8075232,95,2,95,2
33901285,,2,2,2,2
33901343,,19,1,19,1
33901345,,5,5,5,5
33901397,,4,1,4,1
33901460,,5,1,5,1
33901462,,13,3,13,3
33901537,,5,2,5,2
33901556,,3,3,3,3
33901557,PMC8064871,41,5,41,5
33901577,,14,1,14,1
33901578,,22,1,22,1
33901579,,26,3,26,3
33901602,PMC8204511,4,1,4,1
33901612,,8,3,8,3
33901630,,13,6,13,6
33901783,,4,1,4,1
33901808,PMC8099554,20,5,20,5
33901826,,1,1,1,1
33901851,,7,1,7,1
33901925,,19,2,19,2
33901926,,18,3,18,3
33901946,,5,1,5,1
33901951,,12,4,12,4
33902005,PMC8109055,35,1,35,1
33902013,,1,1,1,1
33902103,PMC8083987,12,1,12,1
33902107,,5,1,5,1
33902108,,4,1,4,1
33902167,PMC8255897,44,1,44,1
33902171,PMC8563229,19,5,19,5
33902172,PMC8563236,54,15,54,15
33902211,,3,1,3,1
33902248,,7,2,7,2
33902254,PMC8638831,12,1,12,1
33902283,,3,2,3,2
33902285,,4,2,4,2
33902288,,8,6,8,6
33902304,PMC8221541,79,10,79,10
33902305,,2,1,2,1
33902363,PMC8085370,4,1,4,1
33902382,,12,1,12,1
33902406,PMC8531184,255,9,255,9
33902465,PMC8074484,2,1,2,1
33902571,PMC8074196,8,1,8,1
33902598,PMC8073911,91,1,91,1
33902605,PMC8077826,11,1,11,1
33902615,PMC8074241,12,3,12,3
33902630,PMC8077947,8,2,8,2
33902636,PMC8077736,12,6,12,6
33902641,PMC8077939,23,8,23,8
33902658,PMC8074416,30,4,30,4
33902662,PMC8074402,5,4,5,4
33902663,PMC8074499,52,1,52,1
33902691,PMC8073961,28,15,28,15
33902696,PMC8077695,239,12,239,12
33902703,PMC8074240,17,5,17,5
33902708,PMC8074239,19,3,19,3
33902733,PMC8074457,10,2,10,2
33902760,PMC8144831,8,4,8,4
33902785,PMC8086399,15,8,15,8
33902956,,8,2,8,2
33903003,,2,1,2,1
33903093,,14,5,14,5
33903099,PMC8373221,53,16,53,16
33903102,PMC8218677,2,1,2,1
33903105,PMC8373241,109,3,109,3
33903110,PMC8406809,29,3,29,3
33903122,,9,4,9,4
33903171,PMC8126795,64,3,64,3
33903227,PMC8106330,3,1,3,1
33903236,PMC8106308,9,1,9,1
33903241,PMC8106348,11,1,11,1
33903242,PMC8106314,19,1,19,1
33903257,PMC8106306,6,3,6,3
33903609,PMC8076320,5,4,5,4
33903620,PMC8076285,14,9,14,9
33903621,PMC8076185,18,8,18,8
33903707,PMC8076304,12,2,12,2
33903736,PMC8122082,8,5,8,5
33903767,,1,1,1,1
33903779,PMC8059879,47,2,47,2
33903802,PMC8064921,4,1,4,1
33903855,PMC8060682,79,1,79,1
33903861,,3,1,3,1
33903884,,11,2,11,2
33903886,,10,4,10,4
33903951,PMC8448905,10,7,10,7
33903989,PMC8373756,52,1,52,1
33904021,,10,1,10,1
33904027,,2,2,2,2
33904146,,7,1,7,1
33904154,PMC8201267,63,8,63,8
33904160,,2,2,2,2
33904185,,11,3,11,3
33904269,,34,6,34,6
33904307,PMC8279417,60,2,60,2
33904374,,1,1,1,1
33904378,PMC8806276,9,7,9,7
33904381,PMC8806198,13,3,13,3
33904383,PMC8632136,13,2,13,2
33904385,PMC8806240,2,1,2,1
33904398,PMC8137143,138,19,138,19
33904404,PMC8104961,79,4,79,4
33904577,PMC8128101,96,19,96,19
33904633,PMC8362206,5,4,5,4
33904649,PMC8077121,20,2,20,2
33904662,PMC8077127,5,2,5,2
33904703,,11,2,11,2
33904707,,9,1,9,1
33904730,,6,1,6,1
33904752,,2,2,2,2
33904805,,7,3,7,3
33904806,,21,12,21,12
33904854,PMC8082593,5,5,5,5
33904929,,5,2,5,2
33904968,,7,2,7,2
33904969,,19,3,19,3
33905019,,21,4,21,4
33905021,,1,1,1,1
33905023,PMC8079533,5,2,5,2
33905029,PMC8076667,10,3,10,3
33905062,,22,6,22,6
33905087,PMC8363558,10,3,10,3
33905094,PMC8077187,6,6,6,6
33905162,PMC8453963,1,1,1,1
33905247,,2,2,2,2
33905277,,8,2,8,2
33905282,PMC8095391,14,4,14,4
33905286,PMC8127175,8,2,8,2
33905300,PMC8143638,4,1,4,1
33905356,WST_2021_097,6,3,6,3
33905360,WST_2021_094,5,1,5,1
33905428,PMC8079023,3,1,3,1
33905483,PMC8824410,1,1,1,1
33905494,,2,2,2,2
33905521,,12,6,12,6
33905526,PMC8285011,32,15,32,15
33905562,PMC8453739,3,2,3,2
33905578,,1,1,1,1
33905581,,1,1,1,1
33905609,,1,1,1,1
33905617,,2,1,2,1
33905620,PMC8206771,2,1,2,1
33905630,,1,1,1,1
33905640,,2,2,2,2
33905655,,1,1,1,1
33905670,PMC8081304,7,3,7,3
33905748,,1,1,1,1
33905875,,4,2,4,2
33905884,PMC8079327,63,17,63,17
33905909,,2,2,2,2
33905923,,1,1,1,1
33905965,,1,1,1,1
33905982,,5,2,5,2
33906007,,5,1,5,1
33906087,PMC8099723,32,1,32,1
33906109,,1,1,1,1
33906122,PMC7610824,42,1,42,1
33906171,,2,1,2,1
33906273,,2,2,2,2
33906315,PMC8325117,4,2,4,2
33906316,PMC8325114,11,1,11,1
33906320,PMC8325141,34,1,34,1
33906321,PMC8325134,91,36,91,36
33906323,PMC8325147,4,4,4,4
33906326,PMC8325137,5,1,5,1
33906327,PMC8325121,19,1,19,1
33906328,PMC8325143,4,1,4,1
33906375,PMC8080872,11,10,11,10
33906377,PMC8270232,54,30,54,30
33906400,PMC8080016,1,1,1,1
33906412,PMC8080010,43,1,43,1
33906413,PMC8080017,196,21,196,21
33906424,,6,2,6,2
33906428,,6,1,6,1
33906432,,1,1,1,1
33906482,,1,1,1,1
33906483,,23,4,23,4
33906487,PMC8108076,3,2,3,2
33906493,PMC8108075,31,7,31,7
33906494,PMC8108079,101,48,101,48
33906504,,8,4,8,4
33906512,PMC8504961,1,1,1,1
33906525,PMC8108091,62,2,62,2
33906526,PMC8107941,3,1,3,1
33906532,PMC8108082,38,1,38,1
33906557,PMC8865220,1,1,1,1
33906562,PMC8806247,2,2,2,2
33906574,,10,4,10,4
33906582,PMC8489944,20,2,20,2
33906607,PMC8080387,38,5,38,5
33906622,PMC8077830,10,1,10,1
33906641,PMC8077906,16,11,16,11
33906651,PMC8077829,1,1,1,1
33906674,PMC8077739,3,1,3,1
33906678,PMC8077955,11,6,11,6
33906680,PMC8077687,19,19,19,19
33906696,PMC8077923,1,1,1,1
33906701,,15,2,15,2
33906843,PMC8088239,1,1,1,1
33906872,PMC8088238,12,12,12,12
33906877,PMC8088249,32,1,32,1
33906891,PMC8076946,1,1,1,1
33906919,PMC8092211,6,2,6,2
33906920,PMC8092219,8,3,8,3
33906945,PMC8106346,31,2,31,2
33906951,PMC8126852,46,2,46,2
33906960,PMC8173979,51,10,51,10
33906969,PMC8143022,10,10,10,10
33906971,PMC8143024,3,2,3,2
33906974,,2,1,2,1
33907032,,6,2,6,2
33907034,,14,12,14,12
33907040,,11,9,11,9
33907043,,6,1,6,1
33907047,,7,7,7,7
33907146,PMC8084089,4,1,4,1
33907174,PMC8088783,3,2,3,2
33907201,PMC8079697,14,2,14,2
33907203,PMC8079403,10,2,10,2
33907242,PMC8079365,1,1,1,1
33907267,PMC8079705,2,1,2,1
33907323,PMC8077192,45,30,45,30
33907373,PMC8063172,47,3,47,3
33907421,PMC8071208,4,3,4,3
33907435,PMC8064675,61,2,61,2
33907436,PMC8064684,4,4,4,4
33907438,PMC8069677,11,2,11,2
33907440,PMC8071210,2,2,2,2
33907455,PMC8064677,7,1,7,1
33907456,PMC8068490,29,10,29,10
33907463,PMC8064683,5,5,5,5
33907468,PMC8068493,4,3,4,3
33907508,PMC8071766,15,5,15,5
33907514,PMC8071774,9,3,9,3
33907518,PMC8071772,121,20,121,20
33907519,PMC8071767,4,3,4,3
33907538,PMC8062846,222,18,222,18
33907539,PMC8073838,12,4,12,4
33907541,PMC8073837,14,10,14,10
33907575,PMC8063228,113,50,113,50
33907596,PMC8049574,4,1,4,1
33907665,PMC8062113,102,13,102,13
33907672,PMC8051320,5,3,5,3
33907673,PMC8051321,1,1,1,1
33907720,PMC8062415,28,3,28,3
33907743,PMC8077567,61,53,61,53
33907746,PMC8077571,226,97,226,97
33907748,PMC8077573,59,21,59,21
33907749,PMC8077574,2,1,2,1
33907753,PMC8077627,17,5,17,5
33907758,PMC8077581,7,2,7,2
33907759,PMC8077582,2,1,2,1
33907774,,1,1,1,1
33907797,,14,4,14,4
33907818,,6,5,6,5
33907827,PMC8057294,7,5,7,5
33907829,PMC8075282,146,1,146,1
33907833,,1,1,1,1
33907835,PMC8107641,8,1,8,1
33907874,,15,1,15,1
33907880,,5,4,5,4
33907923,,1,1,1,1
33907938,PMC8360893,4,1,4,1
33907945,,1,1,1,1
33907978,,5,2,5,2
33907985,PMC8325668,42,2,42,2
33908091,,7,1,7,1
33908141,,8,1,8,1
33908151,PMC8362095,13,8,13,8
33908161,,4,2,4,2
33908247,,5,2,5,2
33908264,,2,1,2,1
33908271,,4,1,4,1
33908333,,4,1,4,1
33908380,PMC8548398,34,4,34,4
33908383,,2,2,2,2
33908408,PMC8277038,6,4,6,4
33908429,,12,8,12,8
33908436,,3,3,3,3
33908440,,12,3,12,3
33908442,,5,1,5,1
33908480,,1,1,1,1
33908532,,3,2,3,2
33908541,,3,1,3,1
33908547,,9,1,9,1
33908559,,1,1,1,1
33908562,,3,2,3,2
33908564,,1,1,1,1
33908607,,3,1,3,1
33908652,,1,1,1,1
33908667,PMC8361767,1,1,1,1
33908669,,4,1,4,1
33908679,,15,5,15,5
33908688,PMC8183417,23,5,23,5
33908691,,3,3,3,3
33908728,,12,3,12,3
33908736,,4,4,4,4
33908763,PMC8382244,54,1,54,1
33908784,PMC8289295,17,3,17,3
33908788,PMC8289288,2,2,2,2
33908865,PMC8102065,82,8,82,8
33908867,PMC8081524,7,3,7,3
33908874,,4,2,4,2
33908897,PMC8262352,20,2,20,2
33908933,,3,1,3,1
33908934,,3,1,3,1
33908970,,3,1,3,1
33908973,,1,1,1,1
33909026,,3,2,3,2
33909031,PMC8088231,4,1,4,1
33909046,PMC8579228,2,1,2,1
33909065,PMC8600286,102,1,102,1
33909072,PMC8135331,3,3,3,3
33909087,PMC8079516,18,8,18,8
33909122,,1,1,1,1
33909171,PMC8338807,11,2,11,2
33909235,PMC8280019,21,1,21,1
33909254,,9,2,9,2
33909265,PMC8080486,7,2,7,2
33909299,,4,1,4,1
33909301,,4,2,4,2
33909302,,1,1,1,1
33909312,,13,6,13,6
33909313,PMC8135008,76,11,76,11
33909321,PMC8251930,6,1,6,1
33909418,,1,1,1,1
33909446,,1,1,1,1
33909480,,4,4,4,4
33909519,,3,3,3,3
33909701,PMC8081163,52,30,52,30
33909733,,3,1,3,1
33909917,PMC8242532,9,1,9,1
33909934,,3,1,3,1
33909944,PMC8252802,11,1,11,1
33909975,,3,1,3,1
33909977,,2,2,2,2
33910009,,1,1,1,1
33910059,,17,1,17,1
33910093,PMC8285002,517,79,517,79
33910127,,5,1,5,1
33910168,PMC8109112,1,1,1,1
33910228,,1,1,1,1
33910315,PMC8081947,1,1,1,1
33910361,,1,1,1,1
33910372,PMC8147700,35,8,35,8
33910401,PMC8107928,5,2,5,2
33910419,PMC8504264,1,1,1,1
33910421,PMC8107673,3,2,3,2
33910495,PMC8632111,1,1,1,1
33910580,PMC8082820,6,1,6,1
33910588,PMC8082850,1,1,1,1
33910596,PMC8080362,32,14,32,14
33910729,,3,3,3,3
33910848,,1,1,1,1
33910952,,5,2,5,2
33910988,PMC8092132,48,7,48,7
33910989,PMC8092133,19,2,19,2
33910990,PMC8092134,3,2,3,2
33910991,PMC8092135,144,8,144,8
33910993,PMC8092137,37,1,37,1
33910997,PMC8092141,4,1,4,1
33911033,PMC8106294,15,6,15,6
33911034,PMC8106302,6,1,6,1
33911050,PMC8094076,5,3,5,3
33911053,,10,6,10,6
33911065,PMC8095088,2,2,2,2
33911072,PMC8080782,52,2,52,2
33911074,PMC8080727,8,6,8,6
33911098,PMC8080723,12,9,12,9
33911109,PMC8080620,104,4,104,4
33911115,PMC8080640,2,1,2,1
33911143,PMC8080642,3,2,3,2
33911158,PMC8080643,5,5,5,5
33911162,PMC8080704,18,9,18,9
33911179,PMC8081727,2,2,2,2
33911236,PMC8081003,37,21,37,21
33911284,PMC8222003,10,8,10,8
33911304,PMC8061489,1,1,1,1
33911319,PMC8054709,6,2,6,2
33911462,PMC8047536,23,13,23,13
33911463,PMC8047537,3,2,3,2
33911856,PMC8071705,3,3,3,3
33912006,PMC8072049,30,11,30,11
33912013,PMC8072481,104,1,104,1
33912016,PMC8072021,34,22,34,22
33912061,PMC8072337,26,1,26,1
33912076,PMC8072458,28,18,28,18
33912129,PMC8072392,173,2,173,2
33912139,PMC8072455,2,1,2,1
33912150,PMC8071877,8,3,8,3
33912151,PMC8071940,16,1,16,1
33912173,PMC8071881,6,1,6,1
33912177,PMC8071872,26,4,26,4
33912181,PMC8071938,25,6,25,6
33912184,PMC8072119,21,20,21,20
33912186,PMC8072157,5,1,5,1
33912188,PMC8071875,5,2,5,2
33912192,PMC8072287,3,3,3,3
33912195,PMC8071949,23,6,23,6
33912210,PMC8072120,3,1,3,1
33912212,PMC8075161,6,1,6,1
33912216,PMC8075056,9,2,9,2
33912253,PMC8063710,1,1,1,1
33912380,PMC8077970,5,1,5,1
33912391,PMC8065302,15,1,15,1
33912463,PMC8072051,13,4,13,4
33912464,PMC8072451,1,1,1,1
33912465,PMC8072113,8,4,8,4
33912466,PMC8075258,15,3,15,3
33912467,PMC8072122,50,11,50,11
33912469,PMC8072450,1,1,1,1
33912470,PMC8074674,1,1,1,1
33912479,PMC8072463,10,2,10,2
33912564,PMC8074791,7,4,7,4
33912565,PMC8075002,3,1,3,1
33912566,PMC8072385,5,5,5,5
33912567,PMC8075058,16,3,16,3
33912568,PMC8075050,10,5,10,5
33912569,PMC8075059,5,1,5,1
33912570,PMC8075051,29,10,29,10
33912571,PMC8072393,23,14,23,14
33912578,PMC8072225,6,2,6,2
33912591,PMC8072284,18,2,18,2
33912600,PMC8072123,14,1,14,1
33912601,PMC8071856,11,6,11,6
33912644,PMC8063755,2,2,2,2
33912653,PMC8065195,2,1,2,1
33912678,PMC8064965,1,1,1,1
33912688,PMC8030476,2,2,2,2
33912692,PMC8063742,7,2,7,2
33912817,PMC8066426,2,2,2,2
33912831,PMC8078406,1,1,1,1
33912852,PMC8078848,29,10,29,10
33912868,PMC8078860,56,55,56,55
33912875,,9,1,9,1
33912936,,5,2,5,2
33912943,PMC8077471,28,8,28,8
33913032,PMC8081702,62,13,62,13
33913039,PMC8217053,8,8,8,8
33913048,PMC8081811,8,1,8,1
33913070,PMC8410927,1,1,1,1
33913110,,1,1,1,1
33913230,,1,1,1,1
33913322,PMC8382240,59,5,59,5
33913324,PMC8253482,33,1,33,1
33913339,PMC8212878,42,5,42,5
33913435,PMC8115408,6,3,6,3
33913476,PMC8096617,3,1,3,1
33913542,PMC8242519,55,6,55,6
33913550,PMC8242602,396,95,396,95
33913565,PMC8359953,8,2,8,2
33913578,,1,1,1,1
33913583,,9,3,9,3
33913688,,2,1,2,1
33913701,PMC8291499,12,1,12,1
33913706,PMC8253491,47,42,47,42
33913713,PMC8278389,1,1,1,1
33913716,PMC8289289,15,1,15,1
33913729,PMC8379905,49,2,49,2
33913806,PMC8137146,116,6,116,6
33913808,PMC8121548,138,18,138,18
33913863,,2,2,2,2
33913864,,6,3,6,3
33913875,PMC8186568,1,1,1,1
33914087,PMC8763240,55,7,55,7
33914101,PMC8219546,3,3,3,3
33914143,PMC8164622,13,10,13,10
33914144,PMC8563528,8,2,8,2
33914182,PMC8266721,6,5,6,5
33914205,,11,2,11,2
33914241,PMC8175306,3,1,3,1
33914337,,4,3,4,3
33914399,PMC8359842,14,8,14,8
33914417,,2,2,2,2
33914445,,4,3,4,3
33914475,,2,1,2,1
33914501,,3,2,3,2
33914505,,3,1,3,1
33914524,PMC8801185,1,1,1,1
33914552,,7,2,7,2
33914650,,7,6,7,6
33914661,PMC8526332,6,2,6,2
33914666,,9,1,9,1
33914707,PMC8262357,5,1,5,1
33914735,PMC8112707,38,1,38,1
33914801,PMC8084229,6,3,6,3
33914814,PMC8084201,8,8,8,8
33914821,PMC8084155,22,5,22,5
33914853,PMC8084149,15,4,15,4
33914880,PMC8661426,39,2,39,2
33914894,,4,3,4,3
33914898,PMC8222886,3,2,3,2
33915037,,11,1,11,1
33915045,PMC8280729,9,5,9,5
33915050,,2,1,2,1
33915051,PMC8176457,42,1,42,1
33915052,,1,1,1,1
33915055,,23,6,23,6
33915112,PMC8080417,9,3,9,3
33915121,,1,1,1,1
33915122,,8,1,8,1
33915157,,1,1,1,1
33915202,PMC8074527,11,4,11,4
33915226,,2,1,2,1
33915247,,13,2,13,2
33915260,PMC8214149,64,1,64,1
33915296,,13,3,13,3
33915326,,14,4,14,4
33915344,,11,1,11,1
33915354,,5,1,5,1
33915356,,11,3,11,3
33915479,PMC8053224,49,5,49,5
33915483,PMC8093945,24,15,24,15
33915503,,8,4,8,4
33915516,PMC8100623,97,3,97,3
33915612,,1,1,1,1
33915654,,1,1,1,1
33915656,,4,1,4,1
33915703,,9,1,9,1
33915715,PMC8036254,102,1,102,1
33915732,,4,1,4,1
33915734,PMC8037306,32,2,32,2
33915750,PMC8067086,6,3,6,3
33915757,PMC8065689,16,3,16,3
33915758,PMC8065931,6,2,6,2
33915762,,10,1,10,1
33915770,PMC8065430,39,7,39,7
33915782,PMC8065782,1,1,1,1
33915799,PMC8037732,17,2,17,2
33915815,PMC8067079,7,2,7,2
33915825,PMC8066788,32,4,32,4
33915826,PMC8036738,5,2,5,2
33915848,PMC8065987,1,1,1,1
33915871,PMC8066796,29,22,29,22
33915881,PMC8065530,5,3,5,3
33915895,PMC8036843,3,2,3,2
33915901,PMC8066592,30,1,30,1
33915902,PMC8038129,17,7,17,7
33915903,PMC8065796,18,1,18,1
33915904,,21,8,21,8
33915907,,1,1,1,1
33915924,PMC8065874,6,2,6,2
33915939,PMC8067004,18,2,18,2
33915942,PMC8167728,8,3,8,3
33915948,PMC8036704,16,7,16,7
33915950,PMC8066981,92,31,92,31
33915953,PMC8065663,10,1,10,1
33915962,PMC8037868,5,3,5,3
33915977,PMC8065976,9,2,9,2
33915987,,7,1,7,1
33916001,PMC8067249,7,1,7,1
33916014,PMC8167660,4,1,4,1
33916022,,10,2,10,2
33916027,PMC8036986,15,13,15,13
33916029,,8,2,8,2
33916057,PMC8036268,10,1,10,1
33916114,PMC8066973,52,11,52,11
33916131,,3,1,3,1
33916140,PMC8066806,3,1,3,1
33916150,PMC8066142,37,3,37,3
33916151,PMC8066028,17,3,17,3
33916163,,8,5,8,5
33916166,,6,2,6,2
33916168,PMC8065843,4,2,4,2
33916175,PMC8037356,49,11,49,11
33916178,PMC8037232,7,7,7,7
33916181,PMC8037249,2,2,2,2
33916183,PMC8066327,6,1,6,1
33916187,PMC8065467,16,3,16,3
33916194,,13,9,13,9
33916195,,4,2,4,2
33916199,PMC8065535,2,1,2,1
33916211,PMC8037656,2,2,2,2
33916219,PMC8066013,125,9,125,9
33916221,PMC8037571,4,1,4,1
33916245,,3,1,3,1
33916248,PMC8036811,28,15,28,15
33916261,PMC8066297,23,3,23,3
33916271,PMC8037211,31,11,31,11
33916300,,5,3,5,3
33916304,,22,1,22,1
33916310,,19,2,19,2
33916314,PMC8037494,11,1,11,1
33916318,,8,3,8,3
33916320,PMC8037626,4,1,4,1
33916322,PMC8066311,7,3,7,3
33916325,,11,1,11,1
33916346,PMC8066032,7,2,7,2
33916370,,3,2,3,2
33916378,PMC8066331,52,4,52,4
33916424,PMC8065634,12,9,12,9
33916431,PMC8066050,2,1,2,1
33916438,PMC8038573,11,9,11,9
33916460,PMC8066163,2,1,2,1
