pmid,pmcid,indra_evidences,indra_evidences_entity_constraint,indra_statements,indra_statements_entity_constraint
34874305,,4,1,4,1
34874374,,10,2,10,2
34874375,,3,1,3,1
34874378,,3,2,3,2
34874388,,2,1,2,1
34874403,PMC8652609,12,2,12,2
34874446,,2,1,2,1
34874448,PMC8662573,2,2,2,2
34874463,PMC8809109,4,2,4,2
34874506,,5,3,5,3
34874516,,29,2,29,2
34874519,,6,1,6,1
34874520,PMC8649316,21,1,21,1
34874522,PMC8649319,78,32,78,32
34874569,,3,2,3,2
34874595,PMC8819298,15,2,15,2
34874619,,6,1,6,1
34874621,,3,2,3,2
34874625,PMC8898078,77,14,77,14
34874731,PMC8857915,18,1,18,1
34874801,PMC8837228,15,4,15,4
34874820,PMC8767339,21,3,21,3
34874841,,5,1,5,1
34874914,PMC8765047,78,42,78,42
34874917,PMC8765054,20,3,20,3
34874918,PMC8759792,21,1,21,1
34874919,PMC8765052,20,1,20,1
34874920,PMC8765051,44,9,44,9
34874922,PMC8765046,28,6,28,6
34874980,PMC8651110,45,4,45,4
34875060,,3,1,3,1
34875064,,4,1,4,1
34875339,,20,8,20,8
34875340,PMC8925982,180,4,180,4
34875346,,9,1,9,1
34875461,PMC8756141,2,1,2,1
34875482,PMC8652015,812,117,812,117
34875522,PMC8919062,18,2,18,2
34875574,PMC8792319,16,3,16,3
34875673,PMC8810382,1,1,1,1
34875723,,23,4,23,4
34875734,PMC8651760,60,2,60,2
34875853,,1,1,1,1
34875909,,2,1,2,1
34875914,PMC8664309,4,2,4,2
34875997,PMC8903700,4,1,4,1
34876109,PMC8653610,11,1,11,1
34876117,PMC8649318,49,2,49,2
34876128,,18,2,18,2
34876129,PMC8649310,238,19,238,19
34876144,PMC8650505,10,2,10,2
34876150,,12,1,12,1
34876157,PMC8649311,115,2,115,2
34876159,PMC8649682,46,4,46,4
34876176,PMC8649678,114,2,114,2
34876196,PMC8649313,17,1,17,1
34876201,,2,2,2,2
34876214,PMC8650413,6,2,6,2
34876220,PMC8649315,25,7,25,7
34876408,PMC8655576,15,3,15,3
34876434,PMC8655536,82,10,82,10
34876435,PMC8655344,31,2,31,2
34876440,PMC8655567,34,1,34,1
34876454,PMC8823939,2,1,2,1
34876472,PMC8751853,7,2,7,2
34876524,PMC8685691,5,1,5,1
34876554,PMC8651678,262,20,262,20
34876558,,6,1,6,1
34876559,,18,8,18,8
34876563,,5,4,5,4
34876589,PMC8651795,355,36,355,36
34876592,PMC8651658,73,1,73,1
34876594,PMC8651720,1,1,1,1
34876600,PMC8651714,10,5,10,5
34876625,PMC8651660,3,1,3,1
34876692,PMC8650955,159,19,159,19
34876693,PMC8741967,105,37,105,37
34876760,PMC8638948,319,53,319,53
34876784,PMC8611198,108,1,108,1
34876807,PMC8643148,6,1,6,1
34876814,PMC8643217,7,1,7,1
34876830,PMC8643201,376,19,376,19
34876848,PMC8643168,2,2,2,2
34876884,PMC8645395,9,3,9,3
34876890,PMC8638649,26,2,26,2
34876893,PMC8645394,30,1,30,1
34876929,PMC8609246,63,5,63,5
34876932,PMC8645411,5,1,5,1
34876936,PMC8639411,47,1,47,1
34876988,PMC8629744,6,2,6,2
34877187,PMC8642129,3,1,3,1
34877270,PMC8610854,91,2,91,2
34877364,PMC8643686,126,2,126,2
34877399,PMC8611190,94,5,94,5
34877400,PMC8611194,97,1,97,1
34877402,PMC8611193,69,7,69,7
34877405,PMC8611187,66,3,66,3
34877406,PMC8611192,102,5,102,5
34877413,PMC8643411,56,1,56,1
34877424,PMC8632848,45,1,45,1
34877437,PMC8628014,23,3,23,3
34877443,PMC8645161,8,4,8,4
34877479,PMC8639477,32,3,32,3
34877495,PMC8633972,4,1,4,1
34877502,PMC8633978,7,1,7,1
34877508,PMC8633983,3,1,3,1
34877514,PMC8633686,8,1,8,1
34877522,PMC8633034,109,22,109,22
34877528,PMC8633561,66,2,66,2
34877538,PMC8617576,31,7,31,7
34877539,PMC8613540,23,1,23,1
34877560,PMC8633405,10,4,10,4
34877561,PMC8633420,219,3,219,3
34877567,PMC8630357,21,5,21,5
34877682,,6,3,6,3
34877752,,2,1,2,1
34877809,,2,1,2,1
34877887,,3,1,3,1
34877930,PMC8686175,23,1,23,1
34877947,,14,2,14,2
34878095,PMC8783041,4,1,4,1
34878149,,8,1,8,1
34878156,PMC8711591,3,1,3,1
34878161,PMC8674708,8,1,8,1
34878192,,6,3,6,3
34878480,,2,2,2,2
34878533,,6,1,6,1
34878558,PMC8653393,9,5,9,5
34878584,PMC8917038,3,1,3,1
34878589,PMC8651504,94,6,94,6
34878630,PMC8863690,12,1,12,1
34878631,PMC8651502,258,39,258,39
34878647,,24,1,24,1
34878720,,4,1,4,1
34878730,,4,1,4,1
34878759,,2,1,2,1
34878764,,19,3,19,3
34878807,PMC8865544,8,1,8,1
34878835,PMC8654286,263,94,263,94
34878838,PMC8654301,462,94,462,94
34878851,PMC8654298,116,8,116,8
34878889,PMC8865525,8,1,8,1
34878901,,16,4,16,4
34878915,PMC8865465,7,2,7,2
34878919,PMC8865542,30,2,30,2
34878922,PMC8791789,4,2,4,2
34878926,PMC8865469,5,1,5,1
34878940,PMC8782653,10,1,10,1
34878944,PMC8794022,10,4,10,4
34878954,,15,2,15,2
34878965,PMC8837242,7,4,7,4
34878966,PMC8837235,17,1,17,1
34878971,PMC8767318,2,1,2,1
34879059,PMC8687709,17,4,17,4
34879065,PMC8699718,8,2,8,2
34879092,,2,1,2,1
34879122,,8,1,8,1
34879147,PMC8653947,82,4,82,4
34879172,,15,6,15,6
34879183,,2,1,2,1
34879220,,16,2,16,2
34879221,,5,2,5,2
34879231,PMC8758202,78,1,78,1
34879237,,3,1,3,1
34879262,,6,1,6,1
34879274,,6,1,6,1
34879292,,22,1,22,1
34879366,,8,1,8,1
34879371,,24,3,24,3
34879384,,4,3,4,3
34879390,,1,1,1,1
34879501,,3,1,3,1
34879508,,11,1,11,1
34879509,,1,1,1,1
34879515,,2,2,2,2
34879532,,5,2,5,2
34879533,,11,1,11,1
34879541,,3,1,3,1
34879543,,9,2,9,2
34879548,,9,1,9,1
34879549,,9,1,9,1
34879551,,6,1,6,1
34879553,,11,2,11,2
34879562,,5,1,5,1
34879569,,3,1,3,1
34879571,,11,4,11,4
34879573,,4,1,4,1
34879577,,7,1,7,1
34879578,,1,1,1,1
34879583,,5,1,5,1
34879649,,7,1,7,1
34879652,,2,1,2,1
34879716,,4,1,4,1
34879781,,5,2,5,2
34879791,,1,1,1,1
34879849,PMC8653542,10,2,10,2
34879865,PMC8653804,112,4,112,4
34879867,,8,4,8,4
34879881,,9,1,9,1
34879904,,4,1,4,1
34879918,,19,3,19,3
34879939,,7,3,7,3
34879974,,3,3,3,3
34879994,,1,1,1,1
34880025,PMC8655568,43,1,43,1
34880074,PMC8819987,8,3,8,3
34880103,PMC8711849,2,1,2,1
34880118,PMC8802928,26,2,26,2
34880120,PMC8802923,9,1,9,1
34880123,,26,5,26,5
34880125,PMC8898302,11,4,11,4
34880132,,4,1,4,1
34880151,,2,1,2,1
34880166,,19,5,19,5
34880207,,13,1,13,1
34880218,PMC8654819,157,6,157,6
34880222,PMC8655052,4,1,4,1
34880227,,13,2,13,2
34880250,PMC8654979,48,2,48,2
34880260,,7,2,7,2
34880315,PMC8654826,8,1,8,1
34880316,PMC8655048,9,1,9,1
34880340,PMC8654844,1,1,1,1
34880351,PMC8654938,3,1,3,1
34880353,PMC8654936,7,3,7,3
34880371,PMC8655011,2,1,2,1
34880383,PMC8654961,89,4,89,4
34880385,PMC8654884,21,9,21,9
34880395,PMC8655050,104,33,104,33
34880414,,12,3,12,3
34880419,PMC8654980,166,95,166,95
34880452,PMC8652378,157,25,157,25
34880493,,9,2,9,2
34880504,PMC8653636,145,1,145,1
34880600,PMC8647757,2,1,2,1
34880610,PMC8646890,71,4,71,4
34880612,PMC8647034,12,3,12,3
34880613,PMC8647655,5,1,5,1
34880641,PMC8646230,16,2,16,2
34880642,PMC8647308,28,7,28,7
34880645,PMC8646233,9,3,9,3
34880646,PMC8648272,11,1,11,1
34880647,PMC8648101,4,1,4,1
34880648,PMC8648108,13,1,13,1
34880650,PMC8646223,7,2,7,2
34880666,PMC8648090,4,2,4,2
34880673,PMC8648278,7,2,7,2
34880683,PMC8648330,86,5,86,5
34880718,PMC8647253,11,4,11,4
34880745,PMC8646086,5,1,5,1
34880748,PMC8646103,14,3,14,3
34880751,PMC8645985,15,2,15,2
34880752,PMC8645995,32,13,32,13
34880753,PMC8645592,11,2,11,2
34880754,PMC8645799,2,2,2,2
34880758,PMC8645982,4,1,4,1
34880764,PMC8645831,13,5,13,5
34880775,PMC8646104,12,1,12,1
34880777,PMC8647813,16,2,16,2
34880786,PMC8645953,1,1,1,1
34880811,PMC8645564,6,2,6,2
34880830,PMC8645901,10,1,10,1
34880833,PMC8648082,36,2,36,2
34880841,PMC8645862,32,6,32,6
34880843,PMC8646042,12,7,12,7
34880845,PMC8645857,2,1,2,1
34880853,PMC8647190,362,19,362,19
34880854,PMC8647206,164,43,164,43
34880855,PMC8647662,64,6,64,6
34880857,PMC8647160,135,18,135,18
34880858,PMC8647172,4,2,4,2
34880860,PMC8645942,439,101,439,101
34880872,PMC8645900,148,51,148,51
34880877,PMC8645965,89,8,89,8
34880899,PMC8645975,10,7,10,7
34880905,PMC8646044,34,4,34,4
34880911,PMC8648444,75,4,75,4
34880917,PMC8648456,13,2,13,2
34880955,PMC8648454,8,2,8,2
34880957,PMC8648449,43,4,43,4
34880964,PMC8648479,57,1,57,1
34880966,PMC8648039,10,2,10,2
34880983,PMC8580007,36,2,36,2
34880990,PMC8580102,4,1,4,1
34880996,PMC8580049,6,1,6,1
34880998,PMC8580039,3,1,3,1
34881011,PMC8580060,21,21,21,21
34881012,PMC8580059,4,1,4,1
34881056,PMC8646181,7,1,7,1
34881062,PMC8648026,1,1,1,1
34881073,PMC8612613,32,21,32,21
34881075,PMC8612620,216,23,216,23
34881076,PMC8612614,59,10,59,10
34881079,PMC8612618,82,15,82,15
34881080,PMC8612603,104,11,104,11
34881081,PMC8612615,212,6,212,6
34881083,PMC8612607,161,16,161,16
34881085,PMC8612622,112,4,112,4
34881087,PMC8612602,92,6,92,6
34881088,PMC8612617,19,2,19,2
34881089,PMC8612609,55,13,55,13
34881090,PMC8612608,35,4,35,4
34881093,PMC8612605,96,45,96,45
34881122,PMC8643242,4,1,4,1
34881164,PMC8599570,17,1,17,1
34881176,PMC8645897,7,4,7,4
34881179,PMC8645903,46,1,46,1
34881181,PMC8645640,14,7,14,7
34881184,PMC8645554,30,8,30,8
34881193,PMC8647967,115,7,115,7
34881207,PMC8646232,7,1,7,1
34881239,PMC8646698,59,2,59,2
34881240,PMC8647038,24,5,24,5
34881243,PMC8645835,15,2,15,2
34881279,PMC8646038,96,52,96,52
34881283,PMC8647766,10,3,10,3
34881291,PMC8646034,6,2,6,2
34881299,PMC8645870,1,1,1,1
34881329,PMC8646002,10,1,10,1
34881335,PMC8648450,34,3,34,3
34881386,,29,9,29,9
34881402,,7,2,7,2
34881408,PMC8821758,6,2,6,2
34881429,,19,5,19,5
34881454,,16,4,16,4
34881468,,17,4,17,4
34881526,PMC8655181,10,1,10,1
34881610,,10,4,10,4
34881625,,8,1,8,1
34881627,,18,2,18,2
34881630,,10,3,10,3
34881661,PMC8669130,12,3,12,3
34881695,,26,10,26,10
34881703,,3,2,3,2
34881772,,23,11,23,11
34881777,,6,4,6,4
34881782,,15,4,15,4
34881797,,3,1,3,1
34881803,,6,1,6,1
34881818,,17,1,17,1
34881845,,2,1,2,1
34881868,,6,1,6,1
34881875,,11,1,11,1
34881881,,6,3,6,3
34882073,,3,1,3,1
34882091,,8,2,8,2
34882112,,15,1,15,1
34882187,PMC8666849,123,7,123,7
34882260,,5,2,5,2
34882284,PMC8654643,112,11,112,11
34882295,,2,2,2,2
34882302,,21,6,21,6
34882304,,11,1,11,1
34882308,,4,1,4,1
34882386,,8,1,8,1
34882387,,6,6,6,6
34882394,,5,2,5,2
34882405,,4,3,4,3
34882411,,2,1,2,1
34882421,,3,1,3,1
34882521,PMC8837254,17,1,17,1
34882532,,2,1,2,1
34882534,PMC8744269,9,1,9,1
34882597,,12,3,12,3
34882611,,2,2,2,2
34882621,,15,7,15,7
34882653,PMC8659190,32,2,32,2
34882751,PMC8659333,157,42,157,42
34882752,PMC8691639,228,15,228,15
34882757,PMC8659413,180,1,180,1
34882773,PMC8660007,4,2,4,2
34882792,,1,1,1,1
34882832,,23,6,23,6
34882846,,19,8,19,8
34882867,PMC8862413,3,2,3,2
34882872,,16,1,16,1
34882893,,10,1,10,1
34882903,,12,4,12,4
34882921,,9,2,9,2
34882928,,6,1,6,1
34882930,PMC8728612,4,1,4,1
34882936,PMC8811655,10,3,10,3
34882959,,13,1,13,1
34882969,,9,4,9,4
34882970,,4,1,4,1
34882994,PMC8788980,5,2,5,2
34883001,,1,1,1,1
34883019,,5,1,5,1
34883020,,7,3,7,3
34883044,,15,1,15,1
34883069,PMC8648368,58,3,58,3
34883072,,6,1,6,1
34883073,,10,1,10,1
34883074,,17,2,17,2
34883100,,7,2,7,2
34883112,,18,4,18,4
34883114,,3,1,3,1
34883118,PMC8752516,4,1,4,1
34883119,PMC8881386,13,3,13,3
34883125,,7,1,7,1
34883130,,2,1,2,1
34883148,,9,1,9,1
34883151,,22,10,22,10
34883204,,13,4,13,4
34883205,,4,2,4,2
34883214,,14,5,14,5
34883218,,19,9,19,9
34883219,,3,1,3,1
34883225,,1,1,1,1
34883226,PMC8648602,166,26,166,26
34883246,,7,2,7,2
34883249,,15,7,15,7
34883252,PMC8753776,54,1,54,1
34883278,PMC8728399,14,1,14,1
34883284,,25,12,25,12
34883290,,7,1,7,1
34883316,,34,6,34,6
34883320,,13,4,13,4
34883396,,11,3,11,3
34883403,,33,2,33,2
34883413,,6,3,6,3
34883417,,16,8,16,8
34883446,,9,3,9,3
34883452,,2,1,2,1
34883453,,1,1,1,1
34883485,,10,6,10,6
34883492,,12,1,12,1
34883511,,20,4,20,4
34883513,PMC8682769,6,2,6,2
34883515,,1,1,1,1
34883581,,2,2,2,2
34883608,,2,1,2,1
34883645,,27,4,27,4
34883659,,2,1,2,1
34883670,,6,1,6,1
34883690,,5,4,5,4
34883700,,2,1,2,1
34883719,,6,1,6,1
34883740,,1,1,1,1
34883750,,6,1,6,1
34883972,,6,1,6,1
34884088,,2,2,2,2
34884186,,3,2,3,2
34884213,,15,1,15,1
34884242,,4,4,4,4
34884259,,5,3,5,3
34884287,,3,3,3,3
34884309,,9,1,9,1
34884312,,11,1,11,1
34884378,,2,1,2,1
34884422,,12,7,12,7
34884423,,6,1,6,1
34884437,,13,3,13,3
34884439,,6,2,6,2
34884442,,26,10,26,10
34884453,,10,1,10,1
34884456,,4,4,4,4
34884457,,4,1,4,1
34884458,,10,1,10,1
34884463,,13,1,13,1
34884473,,6,3,6,3
34884474,,3,1,3,1
34884478,,18,4,18,4
34884481,,21,7,21,7
34884486,,7,5,7,5
34884489,,21,7,21,7
34884499,,17,1,17,1
34884505,,6,3,6,3
34884508,,12,1,12,1
34884512,,6,1,6,1
34884515,,9,1,9,1
34884516,,6,2,6,2
34884533,,3,1,3,1
34884538,,8,1,8,1
34884540,,12,1,12,1
34884541,,27,6,27,6
34884552,,18,3,18,3
34884561,,7,1,7,1
34884562,,1,1,1,1
34884565,,4,3,4,3
34884567,,12,1,12,1
34884571,,10,2,10,2
34884572,,4,1,4,1
34884588,,4,1,4,1
34884597,,6,2,6,2
34884612,,4,1,4,1
34884616,,2,1,2,1
34884619,,7,3,7,3
34884629,,11,1,11,1
34884631,,2,1,2,1
34884633,,19,2,19,2
34884634,,19,1,19,1
34884648,,22,1,22,1
34884650,,5,1,5,1
34884655,,15,4,15,4
34884658,,3,2,3,2
34884659,,1,1,1,1
34884667,,5,1,5,1
34884681,,8,1,8,1
34884698,,6,3,6,3
34884710,,4,3,4,3
34884713,,12,2,12,2
34884717,,3,1,3,1
34884728,,23,7,23,7
34884739,,8,1,8,1
34884741,,7,2,7,2
34884755,,4,1,4,1
34884756,,7,1,7,1
34884761,,14,1,14,1
34884763,,20,7,20,7
34884764,,4,2,4,2
34884765,,31,4,31,4
34884766,,1,1,1,1
34884772,,4,1,4,1
34884781,,23,5,23,5
34884782,,8,2,8,2
34884788,,17,1,17,1
34884796,,10,2,10,2
34884798,,2,1,2,1
34884800,,3,2,3,2
34884812,,15,2,15,2
34884815,,9,1,9,1
34884817,,5,1,5,1
34884827,,5,1,5,1
34884830,,12,1,12,1
34884833,,1,1,1,1
34884834,,15,2,15,2
34884836,,18,6,18,6
34884838,,1,1,1,1
34884859,,4,1,4,1
34884860,,9,6,9,6
34884862,,5,1,5,1
34884866,,12,3,12,3
34884872,,5,4,5,4
34884875,,8,3,8,3
34884879,,4,1,4,1
34884881,,7,1,7,1
34884886,,9,4,9,4
34884891,,9,2,9,2
34884896,,4,2,4,2
34884897,,8,1,8,1
34884902,,25,3,25,3
34884918,,11,3,11,3
34884920,,22,8,22,8
34884921,,5,3,5,3
34884926,,4,1,4,1
34884931,,12,4,12,4
34884932,,17,2,17,2
34884933,,15,8,15,8
34884934,,6,2,6,2
34884937,,15,1,15,1
34884938,,19,6,19,6
34884940,,20,1,20,1
34884955,,8,1,8,1
34884960,,13,4,13,4
34884968,,15,1,15,1
34884975,,9,3,9,3
34884992,,5,2,5,2
34885022,,3,1,3,1
34885023,,3,1,3,1
34885053,,1,1,1,1
34885059,,8,1,8,1
34885061,,16,3,16,3
34885066,,6,1,6,1
34885077,,9,5,9,5
34885094,,2,1,2,1
34885111,,19,8,19,8
34885115,,15,4,15,4
34885125,,3,1,3,1
34885133,,9,2,9,2
34885136,,16,3,16,3
34885140,,7,1,7,1
34885181,,6,4,6,4
34885186,,6,1,6,1
34885192,,4,3,4,3
34885208,,11,5,11,5
34885216,,2,2,2,2
34885221,,9,3,9,3
34885223,,11,2,11,2
34885226,,18,1,18,1
34885255,,1,1,1,1
34885264,,12,5,12,5
34885265,,4,1,4,1
34885271,,4,1,4,1
34885316,,1,1,1,1
34885326,,3,1,3,1
34885472,,1,1,1,1
34885474,,6,2,6,2
34885520,,2,1,2,1
34885621,,6,1,6,1
34885648,,3,1,3,1
34885654,,1,1,1,1
34885656,,7,1,7,1
34885663,,2,1,2,1
34885670,,1,1,1,1
34885687,,11,1,11,1
34885708,,52,16,52,16
34885729,,1,1,1,1
34885733,,5,2,5,2
34885751,,6,5,6,5
34885753,,5,3,5,3
34885774,,1,1,1,1
34885789,,2,1,2,1
34885794,,1,1,1,1
34885795,,7,1,7,1
34885805,,13,1,13,1
34885813,,5,1,5,1
34885816,,6,1,6,1
34885839,,1,1,1,1
34885888,,9,1,9,1
34885889,,4,2,4,2
34885915,,6,1,6,1
34885924,,1,1,1,1
34885928,,4,2,4,2
34885937,,3,2,3,2
34885951,,4,1,4,1
34885960,,8,5,8,5
34885972,,23,13,23,13
34885976,,6,2,6,2
34885983,,3,1,3,1
34885991,,13,1,13,1
34886049,,1,1,1,1
34886097,,10,1,10,1
34886422,,6,1,6,1
34886524,,2,1,2,1
34886640,,2,1,2,1
34886641,,4,1,4,1
34886662,,6,2,6,2
34886679,PMC8768504,2,2,2,2
34886684,PMC8776607,18,6,18,6
34886711,,13,3,13,3
34886721,,2,1,2,1
34886726,,8,4,8,4
34886758,PMC8787834,12,2,12,2
34886759,,1,1,1,1
34886764,PMC8667911,261,4,261,4
34886782,,4,1,4,1
34886786,,16,1,16,1
34886812,PMC8903696,14,2,14,2
34886817,,1,1,1,1
34886858,PMC8662887,2,1,2,1
34886869,,21,4,21,4
34886901,,10,3,10,3
34886943,PMC8662802,2,1,2,1
34886991,,10,2,10,2
34887009,,4,2,4,2
34887111,,9,1,9,1
34887262,PMC8663085,26,9,26,9
34887308,,7,2,7,2
34887328,,15,1,15,1
34887335,,8,8,8,8
34887354,PMC8685717,18,2,18,2
34887359,PMC8714151,16,1,16,1
34887360,PMC8714147,16,3,16,3
34887361,PMC8714133,2,1,2,1
34887364,,27,9,27,9
34887365,,13,1,13,1
34887379,,14,1,14,1
34887387,,7,1,7,1
34887392,PMC8660812,14,5,14,5
34887400,PMC8660840,62,2,62,2
34887411,,9,2,9,2
34887422,,8,1,8,1
34887447,PMC8660890,4,1,4,1
34887458,PMC8660813,8,2,8,2
34887467,PMC8660814,93,26,93,26
34887493,PMC8660900,4,1,4,1
34887501,PMC8660863,62,12,62,12
34887503,,4,4,4,4
34887509,,2,2,2,2
34887516,,2,2,2,2
34887529,PMC8782841,3,1,3,1
34887559,,8,1,8,1
34887565,,5,2,5,2
34887573,PMC8768030,11,3,11,3
34887622,PMC8654264,3,1,3,1
34887628,PMC8613652,62,2,62,2
34887659,PMC8652947,10,1,10,1
34887661,PMC8651050,17,3,17,3
34887666,PMC8652916,9,6,9,6
34887688,PMC8651091,1,1,1,1
34887719,PMC8651276,39,6,39,6
34887729,PMC8650095,17,9,17,9
34887734,PMC8651280,9,1,9,1
34887749,PMC8650627,10,1,10,1
34887753,PMC8648568,19,2,19,2
34887757,PMC8650091,14,1,14,1
34887765,PMC8650684,51,5,51,5
34887767,PMC8649847,8,5,8,5
34887772,PMC8650150,39,5,39,5
34887773,PMC8650589,751,49,751,49
34887778,PMC8650585,14,2,14,2
34887782,PMC8650213,2,2,2,2
34887819,PMC8649795,63,2,63,2
34887836,PMC8649804,8,3,8,3
34887838,PMC8649688,85,12,85,12
34887849,PMC8650708,9,2,9,2
34887850,PMC8649926,197,72,197,72
34887852,PMC8650161,38,7,38,7
34887853,PMC8650718,46,6,46,6
34887854,PMC8650063,188,84,188,84
34887856,PMC8650217,251,33,251,33
34887860,PMC8651476,401,137,401,137
34887862,PMC8650311,122,7,122,7
34887867,PMC8649717,75,5,75,5
34887868,PMC8649962,20,1,20,1
34887869,PMC8650707,17,6,17,6
34887871,PMC8649724,17,5,17,5
34887883,PMC8650135,6,1,6,1
34887889,PMC8650089,9,3,9,3
34887895,PMC8649655,13,1,13,1
34887928,PMC8651378,59,4,59,4
34887930,PMC8651352,128,54,128,54
34887938,PMC8647998,46,4,46,4
34887970,PMC8637084,11,2,11,2
34887995,PMC8651377,24,18,24,18
34887997,PMC8651383,22,4,22,4
34887998,PMC8651403,12,1,12,1
34888011,PMC8613656,272,18,272,18
34888013,PMC8613658,14,1,14,1
34888018,PMC8613665,41,4,41,4
34888121,PMC8650008,4,2,4,2
34888136,PMC8651427,11,1,11,1
34888168,PMC8613765,3,1,3,1
34888169,PMC8613751,76,9,76,9
34888175,PMC8613759,17,7,17,7
34888195,PMC8611458,15,1,15,1
34888227,PMC8650094,1,1,1,1
34888230,PMC8648605,23,1,23,1
34888240,PMC8649836,7,3,7,3
34888241,PMC8649840,7,1,7,1
34888257,PMC8650638,11,2,11,2
34888269,PMC8650057,3,3,3,3
34888279,PMC8650611,79,3,79,3
34888291,PMC8650061,30,1,30,1
34888304,PMC8650590,120,13,120,13
34888305,PMC8650612,17,11,17,11
34888309,PMC8650312,20,2,20,2
34888328,PMC8650119,49,11,49,11
34888330,PMC8649780,4,1,4,1
34888334,PMC8650082,54,2,54,2
34888336,PMC8650686,14,1,14,1
34888341,PMC8649657,2,1,2,1
34888360,PMC8650586,5,3,5,3
34888378,PMC8651390,4,2,4,2
34888416,PMC8613591,59,9,59,9
34888479,PMC8650849,8,2,8,2
34888496,PMC8653980,9,2,9,2
34888501,PMC8634043,4,1,4,1
34888526,PMC8628110,6,1,6,1
34888529,PMC8636727,2,1,2,1
34888545,PMC7612078,3,1,3,1
34888547,PMC8638821,747,31,747,31
34888571,PMC8280996,7,3,7,3
34888572,PMC8290136,16,6,16,6
34888627,,4,2,4,2
34888628,,5,1,5,1
34888630,,5,2,5,2
34888642,,34,14,34,14
34888649,,4,2,4,2
34888650,PMC8832455,18,4,18,4
34888652,,12,2,12,2
34888686,,12,3,12,3
34888709,,2,1,2,1
34888742,PMC8794910,10,3,10,3
34888748,,25,2,25,2
34888757,,1,1,1,1
34888843,,4,1,4,1
34888849,,3,1,3,1
34888887,,10,1,10,1
34888944,,22,7,22,7
34888949,,3,1,3,1
34888953,,7,1,7,1
34889029,PMC8742238,20,2,20,2
34889044,,2,1,2,1
34889045,PMC8743665,13,2,13,2
34889050,,3,1,3,1
34889061,PMC8767508,22,4,22,4
34889074,PMC8661101,14,1,14,1
34889083,,2,1,2,1
34889093,,2,1,2,1
34889103,,11,3,11,3
34889148,,4,1,4,1
34889159,PMC8667905,68,8,68,8
34889164,PMC8809951,6,2,6,2
34889205,PMC8776589,12,2,12,2
34889286,PMC8663860,80,5,80,5
34889333,,4,2,4,2
34889337,,6,1,6,1
34889408,PMC8791108,7,4,7,4
34889455,,19,5,19,5
34889463,,2,1,2,1
34889472,,15,4,15,4
34889493,,4,1,4,1
34889494,,4,2,4,2
34889512,,6,2,6,2
34889524,,10,3,10,3
34889527,PMC8661515,7,1,7,1
34889530,PMC8822373,2,1,2,1
34889532,PMC8734112,4,1,4,1
34889589,,3,1,3,1
34889653,,4,1,4,1
34889689,PMC8810167,18,2,18,2
34889712,PMC8810076,14,1,14,1
34889737,PMC8664295,6,2,6,2
34889809,PMC8728687,2,1,2,1
34889823,,7,2,7,2
34889853,,3,1,3,1
34889889,,27,19,27,19
34889890,,1,1,1,1
34889893,,9,1,9,1
34889896,,4,1,4,1
34889901,,23,7,23,7
34889908,,30,8,30,8
34889916,PMC8788315,1,1,1,1
34889922,,7,1,7,1
34889931,,2,1,2,1
34889940,PMC8669517,13,6,13,6
34889941,PMC8669499,1,1,1,1
34889945,,7,1,7,1
34889980,,5,1,5,1
34889998,,5,1,5,1
34890014,PMC8901469,4,1,4,1
34890016,,23,1,23,1
34890038,,10,4,10,4
34890049,,2,1,2,1
34890074,,4,1,4,1
34890079,,5,3,5,3
34890089,PMC8819332,6,1,6,1
34890092,,1,1,1,1
34890102,,3,1,3,1
34890108,PMC8743654,16,1,16,1
34890187,,3,3,3,3
34890210,,4,1,4,1
34890211,,4,2,4,2
34890223,PMC8664269,1,1,1,1
34890233,PMC8664261,298,29,298,29
34890280,PMC8742720,10,5,10,5
34890285,,6,3,6,3
34890288,,4,2,4,2
34890292,,6,3,6,3
34890296,,23,1,23,1
34890298,PMC8837248,21,1,21,1
34890302,,1,1,1,1
34890308,,20,3,20,3
34890311,PMC8767329,3,2,3,2
34890355,PMC8709909,2,1,2,1
34890368,PMC8714140,93,5,93,5
34890369,PMC8714130,16,2,16,2
34890380,,11,1,11,1
34890429,,2,1,2,1
34890433,,3,1,3,1
34890454,,3,1,3,1
34890456,PMC8644545,9,4,9,4
34890459,PMC8644824,14,5,14,5
34890460,PMC8644677,9,1,9,1
34890463,,2,1,2,1
34890485,,1,1,1,1
34890488,,2,2,2,2
34890504,,7,1,7,1
34890508,,4,2,4,2
34890513,PMC8791845,4,1,4,1
34890531,,7,1,7,1
34890543,,4,2,4,2
34890544,,18,4,18,4
34890545,,5,2,5,2
34890566,PMC8857017,1,1,1,1
34890582,,4,4,4,4
34890598,,4,2,4,2
34890603,,11,10,11,10
34890605,,3,1,3,1
34890616,,4,1,4,1
34890635,,3,1,3,1
34890637,,2,1,2,1
34890640,,21,3,21,3
34890649,,17,6,17,6
34890666,,7,2,7,2
34890670,,9,4,9,4
34890682,,9,3,9,3
34890689,,17,3,17,3
34890707,,9,3,9,3
34890713,,6,2,6,2
34890728,,5,1,5,1
34890758,,13,2,13,2
34890768,,15,8,15,8
34890787,,10,2,10,2
34890804,,1,1,1,1
34890822,,3,1,3,1
34890823,,9,1,9,1
34890832,,2,1,2,1
34890838,,5,2,5,2
34890841,PMC8810559,20,4,20,4
34890852,PMC8749272,6,1,6,1
34890858,,3,3,3,3
